Student_ID,Course_Code,Assessment_Type,Mark,Assessment_Date,Academic_Year,Semester,Attendance_Rate,Attendance_Scaled,Grade,Full_Name,Gender,DOB,Program,Level,Intake_Year,Phone,Campus_ID,Campus_Name,Source_Campus_File,Upload_Date,Course_Title,Credits
KI039,cs103,Test,60.0,2023-10-02,2023/2024,Semester1,40.0,-1.4693014146721388,Credit,Alice,Male,Unknown,ICT,Level6,2020,0781234567,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Unknown Course,0.0
MU046,CS-101,Assignment,60.0,2023-10-02,2023/2024,Semester1,70.90322580645162,0.0599134221665354,Credit,Bob,Male,2003-05-12,ICT,Level7,2020,07A345678,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,Unknown Course,0.0
MU025,CS101,Exam,45.0,2023-10-02,2023/2024,Semester1,40.0,-1.4693014146721388,Fail,Charles,Unknown,2000/01/01,ENGINEERING,Level7,2021,Not Provided,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,Python,3.0
MU025,CS101,Exam,45.0,2023-10-02,2023/2024,Semester1,40.0,-1.4693014146721388,Fail,Charles,Unknown,2000/01/01,ENGINEERING,Level7,2021,Not Provided,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,Python,3.0
KI047,CS102 ,Exam,75.0,2023-10-02,2023/2024,Semester1,80.0,0.5100580818622619,Distinction,Charles,female,Unknown,ENGINEERING,Level7,2022,0781234567,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Unknown Course,0.0
KI003,CS-101,Test,45.0,2023-10-02,2023/2024,Semester1,60.0,-0.4796216664049384,Fail,Bob,Unknown,01-02-2001,ENGINEERING,Level7,2022,07A345678,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Unknown Course,0.0
MU004,CS-101,Assignment,60.0,2023-10-02,2023/2024,Semester1,40.0,-1.4693014146721388,Credit,Alice,Male,2000/01/01,BUSINESS,Level6,2022,07A345678,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,Unknown Course,0.0
KI017,CS101,Test,60.0,2023-10-02,2023/2024,Semester1,60.0,-0.4796216664049384,Credit,Alice,Unknown,2003-05-12,ENGINEERING,Level7,2020,07A345678,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0
KI017,CS101,Test,60.0,2023-10-02,2023/2024,Semester1,60.0,-0.4796216664049384,Credit,Alice,Unknown,2003-05-12,ENGINEERING,Level7,2020,07A345678,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0
MU035,CS102 ,Exam,75.0,2023-10-02,2023/2024,Semester1,60.0,-0.4796216664049384,Distinction,Diane,female,2003-05-12,ENGINEERING,Level7,2022,07A345678,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,Unknown Course,0.0
MU011,cs103,Test,75.0,2023-10-02,2023/2024,Semester1,70.90322580645162,0.0599134221665354,Distinction,Alice,Male,Unknown,ICT,Level6,2022,Not Provided,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,Unknown Course,0.0
HU038,CS102 ,Assignment,60.0,2023-10-02,2023/2024,Semester1,40.0,-1.4693014146721388,Credit,Alice,female,01-02-2001,ICT,Level7,2020,Not Provided,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,Unknown Course,0.0
KI036,CS101,Assignment,45.0,2023-10-02,2023/2024,Semester1,60.0,-0.4796216664049384,Fail,Alice,female,2003-05-12,ICT,Level7,2020,07A345678,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0
KI036,CS101,Assignment,45.0,2023-10-02,2023/2024,Semester1,60.0,-0.4796216664049384,Fail,Alice,female,2003-05-12,ICT,Level7,2020,07A345678,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0
KI016,CS101,Exam,60.0,2023-10-02,2023/2024,Semester1,70.90322580645162,0.0599134221665354,Credit,Diane,female,01-02-2001,BUSINESS,Level7,2021,0781234567,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0
KI016,CS101,Exam,60.0,2023-10-02,2023/2024,Semester1,70.90322580645162,0.0599134221665354,Credit,Diane,female,01-02-2001,BUSINESS,Level7,2021,0781234567,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0
MU023,cs103,Test,45.0,2023-10-02,2023/2024,Semester1,80.0,0.5100580818622619,Fail,Bob,female,2003-05-12,ICT,Level7,2020,07A345678,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,Unknown Course,0.0
MU041,cs103,Test,60.0,2023-10-02,2023/2024,Semester1,70.90322580645162,0.0599134221665354,Credit,Charles,Male,2000/01/01,ICT,Level6,2022,0781234567,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,Unknown Course,0.0
HU047,CS-101,Assignment,60.0,2023-10-02,2023/2024,Semester1,70.90322580645162,0.0599134221665354,Credit,Diane,Unknown,Unknown,ENGINEERING,Level6,2022,07A345678,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,Unknown Course,0.0
MU009,CS101,Assignment,60.0,2023-10-02,2023/2024,Semester1,80.0,0.5100580818622619,Credit,Charles,Male,01-02-2001,BUSINESS,Level6,2020,07A345678,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,Python,3.0
MU009,CS101,Assignment,60.0,2023-10-02,2023/2024,Semester1,80.0,0.5100580818622619,Credit,Charles,Male,01-02-2001,BUSINESS,Level6,2020,07A345678,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,Python,3.0
HU015,CS102 ,Exam,75.0,2023-10-02,2023/2024,Semester1,70.90322580645162,0.0599134221665354,Distinction,Diane,female,2003-05-12,BUSINESS,Level7,2020,0781234567,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,Unknown Course,0.0
HU047,CS102 ,Exam,60.0,2023-10-02,2023/2024,Semester1,100.0,1.4997378301294622,Credit,Diane,Unknown,Unknown,ENGINEERING,Level6,2022,07A345678,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,Unknown Course,0.0
MU015,CS-101,Exam,60.0,2023-10-02,2023/2024,Semester1,70.90322580645162,0.0599134221665354,Credit,Diane,Male,01-02-2001,BUSINESS,Level7,2021,Not Provided,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,Unknown Course,0.0
HU043,cs103,Test,45.0,2023-10-02,2023/2024,Semester1,70.90322580645162,0.0599134221665354,Fail,Bob,female,Unknown,ENGINEERING,Level7,2022,Not Provided,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,Unknown Course,0.0
KI024,CS102 ,Test,75.0,2023-10-02,2023/2024,Semester1,70.90322580645162,0.0599134221665354,Distinction,Diane,Male,Unknown,ICT,Level7,2022,Not Provided,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Unknown Course,0.0
HU038,cs103,Exam,75.0,2023-10-02,2023/2024,Semester1,80.0,0.5100580818622619,Distinction,Alice,female,01-02-2001,ICT,Level7,2020,Not Provided,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,Unknown Course,0.0
HU047,CS-101,Exam,60.0,2023-10-02,2023/2024,Semester1,60.0,-0.4796216664049384,Credit,Diane,Unknown,Unknown,ENGINEERING,Level6,2022,07A345678,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,Unknown Course,0.0
KI040,CS101,Test,60.0,2023-10-02,2023/2024,Semester1,60.0,-0.4796216664049384,Credit,Bob,Male,2000/01/01,BUSINESS,Level7,2021,07A345678,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0
KI040,CS101,Test,60.0,2023-10-02,2023/2024,Semester1,60.0,-0.4796216664049384,Credit,Bob,Male,2000/01/01,BUSINESS,Level7,2021,07A345678,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0
MU007,CS102 ,Assignment,60.0,2023-10-02,2023/2024,Semester1,70.90322580645162,0.0599134221665354,Credit,Alice,Male,2000/01/01,BUSINESS,Level7,2020,07A345678,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,Unknown Course,0.0
KI018,CS102 ,Assignment,75.0,2023-10-02,2023/2024,Semester1,40.0,-1.4693014146721388,Distinction,Diane,Unknown,Unknown,ENGINEERING,Level7,2020,07A345678,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Unknown Course,0.0
MU033,CS101,Assignment,60.0,2023-10-02,2023/2024,Semester1,60.0,-0.4796216664049384,Credit,Bob,Unknown,2000/01/01,ENGINEERING,Level6,2021,0781234567,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,Python,3.0
MU033,CS101,Assignment,60.0,2023-10-02,2023/2024,Semester1,60.0,-0.4796216664049384,Credit,Bob,Unknown,2000/01/01,ENGINEERING,Level6,2021,0781234567,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,Python,3.0
HU037,cs103,Test,60.0,2023-10-02,2023/2024,Semester1,60.0,-0.4796216664049384,Credit,Diane,Unknown,2003-05-12,BUSINESS,Level6,2021,0781234567,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,Unknown Course,0.0
KI022,CS101,Assignment,60.0,2023-10-02,2023/2024,Semester1,100.0,1.4997378301294622,Credit,Diane,Male,2000/01/01,ICT,Level6,2021,07A345678,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0
KI022,CS101,Assignment,60.0,2023-10-02,2023/2024,Semester1,100.0,1.4997378301294622,Credit,Diane,Male,2000/01/01,ICT,Level6,2021,07A345678,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0
MU006,cs103,Assignment,75.0,2023-10-02,2023/2024,Semester1,100.0,1.4997378301294622,Distinction,Diane,female,2003-05-12,ENGINEERING,Level7,2022,07A345678,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,Unknown Course,0.0
KI042,CS101,Assignment,60.0,2023-10-02,2023/2024,Semester1,40.0,-1.4693014146721388,Credit,Charles,female,Unknown,ENGINEERING,Level6,2022,07A345678,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0
KI042,CS101,Assignment,60.0,2023-10-02,2023/2024,Semester1,40.0,-1.4693014146721388,Credit,Charles,female,Unknown,ENGINEERING,Level6,2022,07A345678,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0
HU031,cs103,Test,60.0,2023-10-02,2023/2024,Semester1,100.0,1.4997378301294622,Credit,Alice,female,2003-05-12,ENGINEERING,Level7,2022,Not Provided,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,Unknown Course,0.0
MU022,CS-101,Assignment,60.0,2023-10-02,2023/2024,Semester1,70.90322580645162,0.0599134221665354,Credit,Charles,Male,2000/01/01,BUSINESS,Level7,2020,07A345678,MU,Musanze,musanze_students.csv,2026-02-12 09:44:47.474890,Unknown Course,0.0
KI001,CS101,Assignment,60.0,2023-10-02,2023/2024,Semester1,80.0,0.5100580818622619,Credit,Alice,Unknown,2003-05-12,ENGINEERING,Level6,2021,Not Provided,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0
KI001,CS101,Assignment,60.0,2023-10-02,2023/2024,Semester1,80.0,0.5100580818622619,Credit,Alice,Unknown,2003-05-12,ENGINEERING,Level6,2021,Not Provided,KI,Kigali,kigali_students.csv,2026-02-12 09:44:47.466967,Python,3.0
HU029,CS102 ,Exam,60.0,2023-10-02,2023/2024,Semester1,70.90322580645162,0.0599134221665354,Credit,Diane,female,2000/01/01,ICT,Level6,2021,07A345678,HU,Huye,huye_students.csv,2026-02-12 09:44:47.451886,Unknown Course,0.0
